# Transcripción: chunk_006.mp3
# Modelo: medium | Duración audio: 0:59:59

[0:00:00]  it hard coded that is wrote out three explicitly.
[0:09:56]  small numbers like 72 73 33 we're not dealing with Unicode and emoji and the like but the point is the same you don't have to use four bytes to store these numbers you can use a different data type like chars and underneath the hood it's indeed going to use just single bytes for each but this is sort of like a this isn't really how we implement strings right when you wanted to say hi last week or this we use double quotes and we wrote all of the things together and used one variable not three right when I were typed in David I didn't have a variable for D A V I D I had
[0:10:26]  one variable called name that stored the whole thing so in C we keep talking about these things called strings we'll see eventually that strings are not necessarily what they seem to be but for now the key thing about strings is that they're variable length so to speak right they might be three characters high or five characters David or anything smaller or larger so how do we go about implementing strings if all we have at the end of the day is my memory well here is an example of just creating declaring and
[0:10:56]  defining a string called S S because it's just a simple string and quote unquote high in double quotes what does this look like in the computer's memory well let's clear it again and here now because it's technically stored in one variable S here is how I might draw it as an artist it's three bytes in total H I exclamation point but there's no C 1 C 2 C 3 it's just the whole thing is S but it turns out that a string fun fact is really just what underneath the hood
[0:11:26]  kind of leading up to this what is a string if this is how it's laid out in memory literally it's just an array of characters and we didn't have to know about arrays last week to use strings this is where again the training wheels are starting to come off but a string is just an array of characters H I exclamation point for instance so technically an array or string called S is really a variable called S that allows you to get at the first character with S bracket zero if you want S bracket one
[0:11:57]  S bracket two you can literally get individual characters just by treating S as though it's an array which it really is underneath the hood in this case but there's a catch how do you know where strings end in the past when I drew some integers on the screen I know I claim they always take up four bytes if I had drawn a long it always takes up eight bytes if I drawn a character it always takes up one byte but how many bytes does a string take up yeah I mean that's kind of the right answer
[0:12:28]  in this case three it would seem but if it's David that's a good five characters but where do we put the number three where do you put the number five right this is literally all that's into your computer this is all our building blocks in front of us so how can we where does the three go where does the five go well it turns out you can solve this in a couple of different ways but the way humans decided to implement strings years ago is indeed an array but they added one extra byte at the end of every such string
[0:12:58]  array just to make clear with a so-called sentinel value that the string ends here why so that if you have two strings in the computer's memory like hi and bye you know where the barrier is between like the exclamation point of one and the letter B in the next right you need some kind of delimiter and so what really is underneath the hood is this when you store a string in memory when you type in a string as the user if you type in three characters it's going to use three plus one
[0:13:28]  equals four bytes in total if you type in David it's going to use five plus one equals six bytes in total why because C automatically adds this special zero at the end of the string I've drawn it with backslash zero because this is how you represent zero as a char as a character but this is literally just zero as we'll soon see so anytime there's a string in memory it always takes up one more byte than you yourself as the programmer or human typed in in fact if we convert this again just for
[0:13:58]  discussion sake to those integers what's literally stored in the computer's memory is going to be seventy two seventy three thirty three and now a zero and the computer because of C and how it was invented it's just smart enough to know that when you print out a string it prints out every character until it sees a zero and then it just stops printing in particular print F knows how this works and this is why print F knows when to stop printing decimal numbers are not that enlightening will generally write the characters like this and again backslash zero it's just
[0:14:28]  a special symbology like it's what the programmer types to make clear that you're not saying hi zero you're saying hi and then it's a special zero specifically it is eight zero bits that indicate that it's the end of the string technically that backslash zero if you want to be fancy it's called null N U L and it turns out you've seen this before that we didn't call it out here's that same asking chart from the past couple of weeks if I highlight this what is decimal number zero mapping to
[0:14:58]  N U L which is just programmer speak for the special null character all zero bits that means the string ends here this all happens automatically for you you do not need to create these null characters or these zeros any questions then on this implementation thus far any questions here no well let me do this let me go back to V.S. code in a second and let's actually corroborate this with some code let me go ahead and create a small program called hi dot
[0:15:30]  D. and how about we do this let me include standard I O dot H. let me include let me type out in main void as always and now let me do something simple and kind of bad but char C. one equals quote unquote H. in single quotes char C. two equals quote unquote I. in single quotes and lastly char C. three equals exclamation point in single quotes and now let me just print this out I can't use percent S. because that is not a string that's literally three chars because that's the design decision I made.
[0:16:00]  But I could do this percent C. percent C. percent C. which we haven't seen before but percent S. is string percent I. is in percent C. is indeed char so let me put a backslash and at the end for cleanliness and now do C. one C. two C. three so this is like a char based version of printing string so let me make high and then let me do dot slash high and it looks like I use print F. with percent S. but I did things very manually by printing out each individual character what's cool.
[0:16:30]  Now though is that once you know that characters are just numbers and strings are just characters you can kind of poke around let me change all three placeholders to percent I. instead and this is totally fine too let me rerun this make high dot slash actually let me make one change just so we can see this let me add spaces just for aesthetic sake let me do make high dot slash high enter and voila like now you can actually see the numbers
[0:17:00]  that I claim back in week zero were in fact happening underneath the hood well this is not how you would make strings to be incredibly tedious to have three variables for three letter words five variables for five letter words we've been using of course string since last week so let's do that instead string s equals quote unquote double quotes high for this no because of these training wheels I need to include the CS 50 library but we'll come back to that in the coming weeks but for now I'm going to go ahead and create a string as called quote unquote
[0:17:30]  high and now I'm going to change this to be my familiar percent s and now just print out s itself this of course is the same thing as last week dot slash high gives me the exact same thing but now we're dealing of course with strings but how can we see a little beyond that well how about this let's poke around further with today's primitives even though s is a string I could technically print out its first character with percent c by doing s bracket zero I could technically print out its
[0:18:00]  second character with percent c by doing s bracket one I could print out its third character with percent c and printing out s bracket two so again this just derives logically from my understanding now of that strings are raised as you know let me do make let me do make high dot slash high and no visual change but I'm just kind of now tinkering around and in fact if you're really curious let me do this let me change these back to I back to I back to I and let me add a fourth one because if I'm
[0:18:30]  really curious now let's see it what's at s bracket three this is the fourth bite and even though the string itself is h I I think we can corroborate this whole null thing make high dot slash high enter and there it is you could have done this last week if you really wanted to geek out on strings but like for now it's just revealing what's going on underneath the hood questions then on what these strings are yeah why do we need the bracket
[0:19:05]  why do you not need brackets good question why do I not need brackets on line six to because s is a string we'll see in a couple of weeks that s is essentially implemented underneath the hood indeed as an array but that happens automatically for you you can treat s as just a variable name without square brackets you will use square brackets when you have arrays of ints or you manually create arrays of chars or doubles or floats or anything else but strings are special why I mean every
[0:19:35]  program you write seems to use strings text in some form we're humans we like text not just numbers and and such so this is just treated a little specially in C and many other languages as well other questions on this here no let's add then one other string to the mix so instead of just saying hi why don't we consider a version of the program that says both high and by and I claim now that that backslash zero that null character is going to be ever more important now if we've got two strings in memory so that C knows how to distinguish one
[0:20:07]  from the other so let me go ahead and just get rid of these two lines for the moment let me recreate string s equals quote unquote double quotes high let me give myself another one and because I'm just playing around I'll choose very short variable names string t equals quote unquote by exclamation point and then let me just print them both out let me go ahead and print out percent s backslash n comma s and then print f percent s backslash n and then t so very
[0:20:37]  simple demonstration of just these two variables make high dot slash high and of course it prints out two lines one after the other what's actually going on underneath the hood well let's go back to the computer's memory high I think is going to be I claim pretty much the same so s I'll claim is in the top left followed by the backslash zero and that's important now because by probably is going to end up there and visually it wraps just by nature of how I've drawn this grid of bytes but it's contiguous b y e exclamation point null aka
[0:21:07]  backslash zero this is now helpful to print f because now print f knows where one begins and ends by way of that special null character but we can poke around now to what else can I do here how about this how about I go into my code here back to the s code and let me go ahead and say something like well if I've got two of these strings you know let's put them in an array let's kind of do this sort of array
[0:21:37]  is in arrays sort of inception style here so string words bracket two so give me an array of two strings is what I'm saying here in code even though we've not done it with strings yet we only did it with ints and now let me do this the first word aka words bracket zero will equal as before high and now words bracket one will equal quote unquote by bites so by and now I've done the exact same thing but again I'm just avoiding having s t q r and like all these different variables
[0:22:07]  in my code I just now I'm treating them as one single array of strings how do I change my code down here well if I want to print the first word I do words bracket zero and if I want to print the second word I do words bracket one this is not a useful exercise at the moment because I'm just making my code more complicated but again it allows us to poke around and see what's going on because there's that high and by but watch this if I really want to be cool I can do this let's print out percent c percent c percent c
[0:22:37]  backslash n and then here percent c percent c percent c percent c so four of those and now here's where things get interesting words is an array of strings but again if I may what's a string an array of characters so just use the same logic if words is an array of strings you get at the first string with words bracket zero how do you get at the first character in the first string bracket zero words bracket zero bracket one
[0:23:08]  and lastly words bracket zero bracket two and now down here words bracket one but the first character is there words bracket one the second character is here words bracket one the third characters here whoops third characters here and words bracket one the fourth character is here like this is not how people program this is only for demonstration sake my god it's so tedious and verbose already but if I make high now dot slash high now I'm like manually
[0:23:38]  reinventing percent s if I forgot it existed using percent c alone but you can indeed manipulate arrays in this way but because strings are arrays of characters you can manipulate strings in this way too any question now on this syntax any questions here no all right well let's go ahead and propose that we solve a couple of other problems we might not have as before but first a quick visual of what's been going on underneath the hood here if here again is where
[0:24:09]  we left off on the screen high and by back to back here is really how I just treated these things s bracket zero one two three and then t zero one two three four but really once I put them in an array the picture becomes this words bracket zero is the whole high words bracket one is the whole by but if I really get into the weeds and start indexing into individual characters in those strings all I'm using is new syntax in order to represent the same values here
[0:24:39]  questions then on these representations before we forge ahead no yeah does the new line character say that once more really good question does the new line character take up any space it does when so far as print def is concerned but I'm not storing the backslash and in my strings print def is being manually handed that thing instead all right so let's go ahead then and consider how we might solve some problems that have
[0:25:17]  arisen now with these strings as follows here suppose I let's do this let me go back to VS code here and let me go ahead and open up a new file called how about length dot C and let's consider for a moment how I might actually figure out what the length of a string is which is distinct from the length of an array I claimed earlier you cannot figure out dynamically what the length of an array is but I can figure out the length of a string specifically because of this implementation detail of that null character so let me
[0:25:47]  go ahead and do this let me include CS 50 dot H in this second program here let me include standard IO dot H as before and let me do this in main void and in the first thing I'll do is just get a string from the user I'll ask the user as always for their names so I'll call get string and say what's your name question mark as always and then down here if I want to figure out the length of this string and print the name print the length out on the screen well I can kind of do this some
[0:26:17]  learning spirit to the average where I'm accumulating something let me go ahead and initialize end to zero let me give myself huh it's not a for loop because I don't have a I don't know in advance how long it is but what if I do this while the value at name bracket and does not equal single quote backslash zero crazy syntax at the moment but it's just the culmination of these various building blocks let me just finish the thought here and
[0:26:47]  then plus plus and then down here let's just print out with print F and percent I that value of N so I claim this is going to show me the length of any string I type in whether it's high or by or David or anything else I initialize a variable to zero and that's good because that's where you start counting in general while name bracket zero does not equal backslash zero what is this saying well if name is the string the user typed in and name is just an array as you noted the name bracket
[0:27:17]  zero is going to be the first character and I'm asking the question well does the first character not equal backslash zero and if I type in David D it's not so I keep going and I add one to end then I'm going to check name bracket one well if I typed in David name bracket one is going to be a a does not equal backslash zero and so it's going to go again and again and again but five steps in total later it's going to get to the bite after David realized wait a minute that is a backslash and the loop finishes
[0:27:47]  and I print out the total length arrays in general do not have this null character however strings do again the strings are special versus all of the other data types we've talked about thus far but how could I for instance do this differently well let's actually factor this out as a function as I've commonly done but rather than implement it myself you know what it turns out what's nice about strings being so common there are many other people who have solved these problems before and
[0:28:17]  in fact there's a whole string library in C it is used by way of a header file called string dot H and what string dot H is is a library of string related functions in fact you can see in CS 50s manual pages for C the string dot H functions at least those that we recommend is most useful and in particular if you poke around there you'll see that there's a function called sterling means string length it was named very succinctly just because it's a little easier to type than string length but sterling tells you
[0:28:47]  the length of a string so how might I use this in my code here well it turns out I can simplify this quite a bit let me get rid of my loop get rid of my my counting manually and do something like this int n equals sterling of the human's name name and now I'll just use print f as before with percent i backslash n and output the value of n but but there's a bug at the moment what have I forgotten to do
[0:29:18]  yeah I have to include the header file at the top of the screen so let me at the top of the code so let me also include string dot H at the top of my file so that C knows that in fact sterling exists let me go ahead and make length as before dot slash length or actually really for the first time what's your name d a v i d and hopefully I'm going to see in fact five by contrast if I run it again and type in high exclamation point now I see three so sterling is just one
[0:29:48]  of the functions in that library and there's so many more in fact yet another library that might be useful moving forward is this one c type which relates to c data types and lots of functions they're in that can be useful for instance if you review its documentation in the manual pages online you'll see that there are functions via which we can solve problems like this let me go ahead and propose here let me see let's do example here involving
[0:30:18]  how about checking if something is uppercase or lowercase and converting it to uppercase only let me go back to BS code and code a program called uppercase dot C in this file I'm going to start by including now as always CS 50 dot H I'm going to include standard IO dot H and I'm going to add one other to the mix which is string dot H now too so I can access the length of things as needed in main void comes next
[0:30:48]  and then within my main function I'm going to go ahead and declare a string called s I'm going to call get string as before and I'm going to go ahead and just ask the user for a string called before I want to do a before and after whatever the user types in is before but I want to force everything to uppercase thereafter let me now in this loop here do this let me print F quote unquote after just so we can see this on the screen and let me do four and I get zero I is less
[0:31:18]  I'm calling sterling of s I plus plus what am I about to do I'm about to iterate over every character in the string from left to right from zero on up to but not through the length of s and how do I check if something is lowercase so that I can actually force it to uppercase well it turns out I could do this literally if the character in s at location I is greater than or equal to capital a
[0:31:47]  ampersand ampersand which means and instead of or which we saw in the past s bracket I is less than or equal to little z that means logically in English that this is indeed lowercase how do I now convert it to uppercase this character well I could just literally print out the same character but that would not be the answer here because that's not changing the value
[0:32:11]  but what could I do instead well let me actually pull up here real fast the ASCII chart as before and let's see if we can't glean some insight if I pull up the same ASCII chart and suppose the human has typed in a lowercase a that's ninety seven what letter I want to convert it to uppercase a so what number do I want to convert the ninety seven to per week zero so sixty five we keep coming back to that one what if the user types in
[0:32:41]  lowercase be I want to change the ninety eight value to sixty six and so forth and any quick math how far apart of those so it's always thirty two like uppercase to lowercase is always wonderfully good design thirty two away one from the other so what does this mean well I think we saw earlier that underneath the whole to charge just a number you can certainly do arithmetic on it and here again if you understand these lower level primitives what if I do this whatever s bracket I is if I know online thirteen that it's up
[0:33:11]  at that it's lowercase do I want to add or subtract thirty two so I want to subtract because I want to go from like ninety seven to sixty five or ninety eight to sixty six so indeed if you do some quick math that gives you thirty two so it's suffices to just treat charge as numbers subtract the thirty two and printing it with percent see I think we'll just convert lowercase to uppercase if you now fast forward to like the real world Microsoft word or Google Docs if you've ever chosen the menu option that forces things to uppercase or lowercase
[0:33:43]  on occasion literally that's what Microsoft and Google have done they iterate over every character in the document check if it's lowercase and if so they subtract thirty two from it and show you the new value what if though it is not a lowercase letter I think I can keep it easy and just print out the current letter unchanged if my goal is to simply force things to all uppercase and that letter then would be s bracket I so let me go ahead now and make uppercase hopefully no errors dot slash uppercase and I'll now
[0:34:13]  type in David with an uppercase D but lowercase everything else but now the after version is David an aesthetic bug notice here I forgot to include just for prettiness sake a backslash and at the end no problem I'll add that let me fix my mistake make uppercase dot slash uppercase enter d A V I D enter and voila and I deliberately added another space after the after just that they would line up pretty even though before and after have different numbers of letters questions then on this
[0:34:43]  implementation of forcing something to uppercase which in and of itself is not all that enlightening but is representative now of how you can leverage these low level primitives question now all right well this honestly is tedious my god like this Microsoft Google everyone you have to literally write out this code just to do something simple well no that's again why we have things like libraries and increasingly now for problem sets projects and beyond well you just use libraries more often off the shelf so as to solve problems that surely other people have had
[0:35:14]  before you so how can I now use this library C type dot H well let me go back into my code let me include this among my header files here I tend just so I can skim things easily I tend to alphabetize my headers but that's not strictly necessary but it allows me at a glance to realize did I or did I not include something I need now let me go ahead and do this it turns out if you read the documentation force the C type library there is a function wonderfully called if is lower
[0:35:44]  that takes in a character is its argument essentially so s bracket I and if that returns true a Boolean value if you will well I'm going to force it to lowercase but I don't have to do this this math anymore turns out in the C type library there's also a function called to upper that takes a character is input like s bracket I and it just does the math for you so that you can abstract away the 32 thing and just know that someone else has solved that problem for you otherwise I can leave my code unchanged down below because I'm not changing anything else
[0:36:14]  so if I do make uppercase now and then dot slash uppercase d A V I D with just a capital D and now it still works but if you read the documentation further it turns out that to upper is smart if you pass in a character to to upper that's lowercase it obviously converts its uppercase by doing that math but if you pass in a character to to upper that's already uppercase the documentation you would see tells you that it leaves it unchanged so I can tighten all of this up I can get rid of the whole
[0:36:44]  else I can get rid of the whole if and arguably now implement a program that's just as correct but better designed why fewer lines of code easier to read lower probability of mistakes assuming the library is correct it just makes it easier and faster for me now to write code so if I now do one last time make uppercase enter dot slash uppercase and type in my name still working but now notice we've whittled this down to far fewer lines of code albeit
[0:37:14]  using now this additional library questions then on how we did this well even though this code I dare say is correct it's not necessarily well designed just yet in fact there's one line of code one function call in this current implementation that's more inefficient than it needs to be and allow me to draw our attention to this here line 10 wherein we're calling sterling but we're calling it inside of this for loop specifically inside of the
[0:37:47]  condition and why might that not necessarily be the best idea well is the length of the string as changing ever I mean certainly not within the span of this loop and so here we are within our for loop online 10 11 12 and 13 asking on every iteration that same question what's the length of s what's the length of s what's the length of s and in turn we're calling sterling every time even though we're getting back the same answer so I dare say a better solution here would be to maybe figure out the length of s earlier on in
[0:38:17]  my code and maybe declare a variable or perhaps do something that's syntactically a little more elegant and in fact a very common design in a loop like this would be to declare not just one variable like I but to actually declare a second variable called n for instance where n is just some number set n equal to the length of s but thereafter inside of this condition instead of calling sterling of s again and again and again what might I now do I could instead just compare I against and it's
[0:38:47]  itself because n now will only be calculated once when it's initialized just as I is initialized to zero and thereafter we're going to be comparing I which is changing against n which will not be so it's going to be marginally more efficient by design now with that said a good compiler could also recognize that there was this optimization possibility and maybe do it for us but for now best to get into the habit best to develop the muscle memory for making those better design decisions yourselves questions then on how we did this all right
[0:39:20]  you final building blocks for the day so we started by talking about those command line arguments that clang uses whereby anything after the command that you type at a prompt be it make or clang or even cd in linux any word thereafter or something cryptic like dash oh is a command line argument it's an input to the command it's different from a function argument because a function argument of course is an input to a function but it's the same idea it's just different syntax after the dollar sign at
[0:39:50]  the prompt well it turns out that command line arguments are something you can now use in your own programs by accessing words after the prompt and let me propose that we invent we invent this as follows let me propose that we switch back to vs code here and I'll open a new file here called greet dot c so in greet dot c is going to be a program that very simply greets the user had we written this last week we would have done this includes
[0:40:20]  fifty dot h and then include standard i o dot h and then int main void and then we might do something simple like string name equals get string quote unquote what's your name question mark and then we would have printed out as always hello comma percent s and then plugging in that name so this is the same program we've implemented many times just to make sure it works although nope that's not quite the same program semicolons in the wrong place
[0:40:50]  this now is the same program so make greet dot slash greet and I'll type in my own name hello David so we're back there now what's arguably a little annoying about this program if I type in something else like Carter enter you know I have to run the program wait for the prompt type in my name hit enter and that's fine but imagine if every program worked like this like make suppose you could only type make then you wait for a prompt then you type the name of the program you want to make then you hit enter or worse in Linux
[0:41:20]  when you have to change directories as you might have for problem set one what if you had to type cd enter now type the name of the folder you want to change into enter I mean just slows life down and so it just gets annoying quickly so command line arguments just let you express your whole thought all at once so how can I do this well if I want to express the notion of command line arguments in my code I could do something like this I could for the very first time go up and get rid of this void which
[0:41:50]  as of today means this program takes no command line arguments and I can change it to exactly this int argc string argv with brackets now it's cryptic admittedly and let me zoom in but I think we can perhaps infer now what's going on if main now does not have void as its input which means it takes no arguments surely the spoiler here is that now main will take command line arguments somehow any guesses as to what
[0:42:20]  argv is or will be what might this represent it's an array of strings right by way of the syntax yeah exactly it will be all of the characters are really all of the words that you type at the prompt argc as an int any guess argument count is what it generally stands for though technically you could call these things anything with anything but this is the convention because I claimed earlier that arrays don't keep track of their own length if you want to know how many words the human type
[0:42:58]  at the prompt after your program's name you have to be told not just the array of the words but the length of that array the strings you can figure out the length of using sterling but you can't figure out the length of the array of strings the collection of words that the human typed in so how can I now use this well let me go ahead and do this let me go ahead and change this program now just to be print f quote unquote hello comma percent s backslash
[0:43:28]  n then argv bracket one so this is not the best version of my code yet but it's my first make greet and now let me do dot slash greet david all at once enter hello david now let me run it again dot slash greet carter enter hello carter you know it's a marginal improvement but I don't have to wait for get string to prompt me to hit enter it's just speeding things up you know twice as fast one less command to type in but I deliberately
[0:43:58]  did bracket one but what's the beginning of argv it would be bracket zero well what's that this is sometimes useful though for now it's not suppose I recompile my code and run this program now greets david anyone want to guess what's in argv zero second greets enter hello dot slash greet so if you want sort of inception style your program to figure out what its own name is or at least how it was executed at the
[0:44:31]  command line at the terminal you can look at argv zero in general probably not that useful probably better to start looking at bracket one which was the first word after the program name and if there were more I could do this how about argv bracket two let me add in a second percent s let me recompile greets let me do dot slash greet david maylan enter and that too now works taking in two words at the prompt if I really want to be smart at this now I could do something like this though how about
[0:45:01]  if the count of arguments aka argc equals equals two then assume that the human typed in only their first name and do print f hello comma percent s backslash n and then argv bracket one else if the human did not provide exactly two arguments the name of the program and their own name let's just print out a default value less they forgot their name or they typed in two names or three names let's just do
[0:45:31]  hello comma world as a default and we'll just ignore what the human typed in if I recompile this make greets I can do dot slash greet and david again enter whoops sorry what am I missing
[0:45:44]  yeah so newbie mistake else
[0:45:47]  all right make greets again dot slash greet david enter there's my hello david but if I omit my name I just get the generic like a default value and if I get a little
[0:45:59]  curious and I type in both names then I get ignored too why because I just haven't built in support for argc of three I could do anything I want but now we have access to these kinds of building blocks
[0:46:10]  all right what else might I do here well it turns out there might be some final features for us to now execute notice though that in C despite what you might see in books or online tutorials nowadays the two official formats for defining a main function or either this which we've been using now
[0:46:27]  for two plus weeks or now this whereby you change the void to int argc and then for now string argv and then empty brackets and we'll see that this too is a simplification some training wheels if you will but for now those are the two forms even though you will see an online tutorials and even books
[0:46:45]  some people use main in different ways these are the two now to keep in mind and I'll note that these command line arguments are kind of all over the place didn't probably expect to see this word on the screen here and what does it mean
[0:46:56]  well it turns out that for decades there's actually this program that comes with Linux systems in particular called cowsay why probably because someone had too much free time once and decided to write a program that creates ASCII art out of a cow saying something textually on the screen
[0:47:11]  but you use cowsay just for fun by way of command line arguments so for instance let me propose that I go back to VS code here
[0:47:20]  not because I want to write any code but I just want to use my terminal window and let me maximize my terminal window here and let me go ahead and type in something like how about cowsay space moo so cowsay is not a program I wrote it's been around for decades but we installed it in VS code for you in the cloud it takes at least one command line argument what do you want the cow to say I can say cowsay moo and hit enter and voila there's my ASCII art of a cow saying moo on the screen it can say multiple words
[0:47:50]  so I can say hello world enter and now it says hello world so this is just an example of a silly program that uses command line arguments but it takes others to just like clang use this convention of hyphens to change the output of the program dash something is just a super common convention with command line arguments when you want a very terse notation for some option like output in cowsay I read the documentation and it turns out there's a dash F command line argument that allows you to change the
